2024-06-23 23:06:101 INFO  LoginPage :56 - Enter User Name: Admin
2024-06-24 23:06:922 INFO  ViewSystemUsersPage :112 - Verifying System User Text: [[ChromeDriver: chrome on windows (9cbeca01b0862823c2a4ec0d220a153d)] -> xpath: //h5[@class='oxd-text oxd-text--h5 oxd-table-filter-title']]
2024-06-24 23:06:28 INFO  ViewSystemUsersPage :171 - Enter nishit86 to User Name field : [[ChromeDriver: chrome on windows (9cbeca01b0862823c2a4ec0d220a153d)] -> xpath: //div[@class='oxd-input-group oxd-input-field-bottom-space']//div//input[@class='oxd-input oxd-input--active']]
2024-06-24 23:06:41 INFO  ViewSystemUsersPage :175 - Clicking on UserRole drop-down : [[ChromeDriver: chrome on windows (9cbeca01b0862823c2a4ec0d220a153d)] -> xpath: //div[@class='oxd-table-filter-area']//div[2]//div[1]//div[2]//div[1]//div[1]//div[1]]
2024-06-24 23:06:100 INFO  ViewSystemUsersPage :180 - Clicking on Admin option in UserRole drop-down : [[ChromeDriver: chrome on windows (9cbeca01b0862823c2a4ec0d220a153d)] -> xpath: //span[contains(text(),'Admin')]]
2024-06-24 23:06:287 INFO  ViewSystemUsersPage :191 - Clicking on Status drop-down : [[ChromeDriver: chrome on windows (9cbeca01b0862823c2a4ec0d220a153d)] -> xpath: (//i)[13]]
2024-06-24 23:06:418 INFO  ViewSystemUsersPage :196 - Clicking on Disable option in Status drop-down : [[ChromeDriver: chrome on windows (9cbeca01b0862823c2a4ec0d220a153d)] -> xpath: //span[normalize-space()='Disabled']]
2024-06-24 23:06:471 INFO  ViewSystemUsersPage :206 - Clicking on Search button : [[ChromeDriver: chrome on windows (9cbeca01b0862823c2a4ec0d220a153d)] -> xpath: //button[normalize-space()='Search']]
2024-06-24 23:06:669 INFO  ViewSystemUsersPage :215 - Getting UserName from record : [[ChromeDriver: chrome on windows (9cbeca01b0862823c2a4ec0d220a153d)] -> xpath: (//div[@data-v-6c07a142])[1]]
2024-06-24 23:06:731 INFO  ViewSystemUsersPage :221 - Clicking on checkbox against User Name found : [[ChromeDriver: chrome on windows (9cbeca01b0862823c2a4ec0d220a153d)] -> xpath: //div[@class='oxd-table-card-cell-checkbox']//i[@class='oxd-icon bi-check oxd-checkbox-input-icon']]
2024-06-24 23:06:790 INFO  ViewSystemUsersPage :226 - Clicking on delete button against found User Name : [[ChromeDriver: chrome on windows (9cbeca01b0862823c2a4ec0d220a153d)] -> xpath: //button[normalize-space()='Delete Selected']]
2024-06-24 23:06:846 INFO  ViewSystemUsersPage :231 - Clicking on Yes option in the dialog-box : [[ChromeDriver: chrome on windows (9cbeca01b0862823c2a4ec0d220a153d)] -> xpath: //button[normalize-space()='Yes, Delete']]
2024-06-24 23:06:107 INFO  LoginPage :41 - Enter User Name: Admin
2024-06-24 23:06:459 INFO  LoginPage :51 - Enter Password: admin123
2024-06-24 23:06:571 INFO  LoginPage :46 - Clicking on Login Button: [[ChromeDriver: chrome on windows (8553b2a7979b62f0bde5bbec2e9de0d9)] -> xpath: //button[@type='submit']]
2024-06-24 23:06:870 INFO  HomePage :37 - Clicking on Admin link : [[ChromeDriver: chrome on windows (8553b2a7979b62f0bde5bbec2e9de0d9)] -> xpath: //li[1]//a[1]//span[1]]
2024-06-24 23:06:173 INFO  ViewSystemUsersPage :112 - Verifying System User Text: [[ChromeDriver: chrome on windows (8553b2a7979b62f0bde5bbec2e9de0d9)] -> xpath: //h5[@class='oxd-text oxd-text--h5 oxd-table-filter-title']]
2024-06-24 23:06:306 INFO  ViewSystemUsersPage :171 - Enter Admin to User Name field : [[ChromeDriver: chrome on windows (8553b2a7979b62f0bde5bbec2e9de0d9)] -> xpath: //div[@class='oxd-input-group oxd-input-field-bottom-space']//div//input[@class='oxd-input oxd-input--active']]
2024-06-24 23:06:424 INFO  ViewSystemUsersPage :175 - Clicking on UserRole drop-down : [[ChromeDriver: chrome on windows (8553b2a7979b62f0bde5bbec2e9de0d9)] -> xpath: //div[@class='oxd-table-filter-area']//div[2]//div[1]//div[2]//div[1]//div[1]//div[1]]
2024-06-24 23:06:510 INFO  ViewSystemUsersPage :185 - Clicking on ESS option in UserRole drop-down : [[ChromeDriver: chrome on windows (8553b2a7979b62f0bde5bbec2e9de0d9)] -> xpath: //span[contains(text(),'ESS')]]
2024-06-24 23:06:704 INFO  ViewSystemUsersPage :191 - Clicking on Status drop-down : [[ChromeDriver: chrome on windows (8553b2a7979b62f0bde5bbec2e9de0d9)] -> xpath: (//i)[13]]
2024-06-24 23:06:844 INFO  ViewSystemUsersPage :196 - Clicking on Disable option in Status drop-down : [[ChromeDriver: chrome on windows (8553b2a7979b62f0bde5bbec2e9de0d9)] -> xpath: //span[normalize-space()='Disabled']]
2024-06-24 23:06:897 INFO  ViewSystemUsersPage :206 - Clicking on Search button : [[ChromeDriver: chrome on windows (8553b2a7979b62f0bde5bbec2e9de0d9)] -> xpath: //button[normalize-space()='Search']]
2024-06-24 23:06:961 INFO  ViewSystemUsersPage :211 - Clicking on Reset button : [[ChromeDriver: chrome on windows (8553b2a7979b62f0bde5bbec2e9de0d9)] -> xpath: //button[normalize-space()='Reset']]
2024-06-24 23:06:148 INFO  LoginPage :41 - Enter User Name: Admin
2024-06-24 23:06:546 INFO  LoginPage :51 - Enter Password: admin123
2024-06-24 23:06:669 INFO  LoginPage :46 - Clicking on Login Button: [[ChromeDriver: chrome on windows (381cad3b23e844430816d1f09a2a8d71)] -> xpath: //button[@type='submit']]
2024-06-24 23:06:848 INFO  HomePage :37 - Clicking on Admin link : [[ChromeDriver: chrome on windows (381cad3b23e844430816d1f09a2a8d71)] -> xpath: //li[1]//a[1]//span[1]]
2024-06-24 23:06:97 INFO  ViewSystemUsersPage :112 - Verifying System User Text: [[ChromeDriver: chrome on windows (381cad3b23e844430816d1f09a2a8d71)] -> xpath: //h5[@class='oxd-text oxd-text--h5 oxd-table-filter-title']]
2024-06-24 23:06:237 INFO  ViewSystemUsersPage :171 - Enter Nina.Patel to User Name field : [[ChromeDriver: chrome on windows (381cad3b23e844430816d1f09a2a8d71)] -> xpath: //div[@class='oxd-input-group oxd-input-field-bottom-space']//div//input[@class='oxd-input oxd-input--active']]
2024-06-24 23:06:257 INFO  ViewSystemUsersPage :175 - Clicking on UserRole drop-down : [[ChromeDriver: chrome on windows (381cad3b23e844430816d1f09a2a8d71)] -> xpath: //div[@class='oxd-table-filter-area']//div[2]//div[1]//div[2]//div[1]//div[1]//div[1]]
2024-06-24 23:06:360 INFO  ViewSystemUsersPage :185 - Clicking on ESS option in UserRole drop-down : [[ChromeDriver: chrome on windows (381cad3b23e844430816d1f09a2a8d71)] -> xpath: //span[contains(text(),'ESS')]]
2024-06-24 23:06:541 INFO  ViewSystemUsersPage :191 - Clicking on Status drop-down : [[ChromeDriver: chrome on windows (381cad3b23e844430816d1f09a2a8d71)] -> xpath: (//i)[13]]
2024-06-24 23:06:694 INFO  ViewSystemUsersPage :196 - Clicking on Disable option in Status drop-down : [[ChromeDriver: chrome on windows (381cad3b23e844430816d1f09a2a8d71)] -> xpath: //span[normalize-space()='Disabled']]
2024-06-24 23:06:742 INFO  ViewSystemUsersPage :206 - Clicking on Search button : [[ChromeDriver: chrome on windows (381cad3b23e844430816d1f09a2a8d71)] -> xpath: //button[normalize-space()='Search']]
2024-06-24 23:06:793 INFO  ViewSystemUsersPage :211 - Clicking on Reset button : [[ChromeDriver: chrome on windows (381cad3b23e844430816d1f09a2a8d71)] -> xpath: //button[normalize-space()='Reset']]
2024-06-24 23:06:505 INFO  LoginPage :41 - Enter User Name: Admin
2024-06-24 23:06:892 INFO  LoginPage :51 - Enter Password: admin123
2024-06-24 23:06:26 INFO  LoginPage :46 - Clicking on Login Button: [[ChromeDriver: chrome on windows (6e09d11b9a99dcc22b3f3861cee9cc71)] -> xpath: //button[@type='submit']]
2024-06-24 23:06:386 INFO  HomePage :37 - Clicking on Admin link : [[ChromeDriver: chrome on windows (6e09d11b9a99dcc22b3f3861cee9cc71)] -> xpath: //li[1]//a[1]//span[1]]
2024-06-24 23:06:629 INFO  ViewSystemUsersPage :112 - Verifying System User Text: [[ChromeDriver: chrome on windows (6e09d11b9a99dcc22b3f3861cee9cc71)] -> xpath: //h5[@class='oxd-text oxd-text--h5 oxd-table-filter-title']]
2024-06-24 23:06:766 INFO  ViewSystemUsersPage :171 - Enter Cassidy.Hope to User Name field : [[ChromeDriver: chrome on windows (6e09d11b9a99dcc22b3f3861cee9cc71)] -> xpath: //div[@class='oxd-input-group oxd-input-field-bottom-space']//div//input[@class='oxd-input oxd-input--active']]
2024-06-24 23:06:781 INFO  ViewSystemUsersPage :175 - Clicking on UserRole drop-down : [[ChromeDriver: chrome on windows (6e09d11b9a99dcc22b3f3861cee9cc71)] -> xpath: //div[@class='oxd-table-filter-area']//div[2]//div[1]//div[2]//div[1]//div[1]//div[1]]
2024-06-24 23:06:834 INFO  ViewSystemUsersPage :185 - Clicking on ESS option in UserRole drop-down : [[ChromeDriver: chrome on windows (6e09d11b9a99dcc22b3f3861cee9cc71)] -> xpath: //span[contains(text(),'ESS')]]
2024-06-24 23:06:30 INFO  ViewSystemUsersPage :191 - Clicking on Status drop-down : [[ChromeDriver: chrome on windows (6e09d11b9a99dcc22b3f3861cee9cc71)] -> xpath: (//i)[13]]
2024-06-24 23:06:176 INFO  ViewSystemUsersPage :196 - Clicking on Disable option in Status drop-down : [[ChromeDriver: chrome on windows (6e09d11b9a99dcc22b3f3861cee9cc71)] -> xpath: //span[normalize-space()='Disabled']]
2024-06-24 23:06:230 INFO  ViewSystemUsersPage :206 - Clicking on Search button : [[ChromeDriver: chrome on windows (6e09d11b9a99dcc22b3f3861cee9cc71)] -> xpath: //button[normalize-space()='Search']]
2024-06-24 23:06:277 INFO  ViewSystemUsersPage :211 - Clicking on Reset button : [[ChromeDriver: chrome on windows (6e09d11b9a99dcc22b3f3861cee9cc71)] -> xpath: //button[normalize-space()='Reset']]
2024-06-24 23:06:411 INFO  LoginPage :41 - Enter User Name: Admin
2024-06-24 23:06:772 INFO  LoginPage :51 - Enter Password: admin123
2024-06-24 23:06:879 INFO  LoginPage :46 - Clicking on Login Button: [[ChromeDriver: chrome on windows (5168da109f984f29bac4af9fec324727)] -> xpath: //button[@type='submit']]
2024-06-24 23:06:21 INFO  HomePage :37 - Clicking on Admin link : [[ChromeDriver: chrome on windows (5168da109f984f29bac4af9fec324727)] -> xpath: //li[1]//a[1]//span[1]]
2024-06-24 23:06:265 INFO  ViewSystemUsersPage :112 - Verifying System User Text: [[ChromeDriver: chrome on windows (5168da109f984f29bac4af9fec324727)] -> xpath: //h5[@class='oxd-text oxd-text--h5 oxd-table-filter-title']]
2024-06-24 23:06:404 INFO  ViewSystemUsersPage :171 - Enter Odis.Adalwin to User Name field : [[ChromeDriver: chrome on windows (5168da109f984f29bac4af9fec324727)] -> xpath: //div[@class='oxd-input-group oxd-input-field-bottom-space']//div//input[@class='oxd-input oxd-input--active']]
2024-06-24 23:06:419 INFO  ViewSystemUsersPage :175 - Clicking on UserRole drop-down : [[ChromeDriver: chrome on windows (5168da109f984f29bac4af9fec324727)] -> xpath: //div[@class='oxd-table-filter-area']//div[2]//div[1]//div[2]//div[1]//div[1]//div[1]]
2024-06-24 23:06:500 INFO  ViewSystemUsersPage :185 - Clicking on ESS option in UserRole drop-down : [[ChromeDriver: chrome on windows (5168da109f984f29bac4af9fec324727)] -> xpath: //span[contains(text(),'ESS')]]
2024-06-24 23:06:693 INFO  ViewSystemUsersPage :191 - Clicking on Status drop-down : [[ChromeDriver: chrome on windows (5168da109f984f29bac4af9fec324727)] -> xpath: (//i)[13]]
2024-06-24 23:06:837 INFO  ViewSystemUsersPage :196 - Clicking on Disable option in Status drop-down : [[ChromeDriver: chrome on windows (5168da109f984f29bac4af9fec324727)] -> xpath: //span[normalize-space()='Disabled']]
2024-06-24 23:06:887 INFO  ViewSystemUsersPage :206 - Clicking on Search button : [[ChromeDriver: chrome on windows (5168da109f984f29bac4af9fec324727)] -> xpath: //button[normalize-space()='Search']]
2024-06-24 23:06:936 INFO  ViewSystemUsersPage :211 - Clicking on Reset button : [[ChromeDriver: chrome on windows (5168da109f984f29bac4af9fec324727)] -> xpath: //button[normalize-space()='Reset']]
2024-06-25 09:06:536 INFO  LoginPage :41 - Enter User Name: Admin
2024-06-25 09:06:50 INFO  LoginPage :51 - Enter Password: admin123
2024-06-25 09:06:152 INFO  LoginPage :46 - Clicking on Login Button: [[ChromeDriver: chrome on windows (d59d5ddee568597e790485955b41a366)] -> xpath: //button[@type='submit']]
2024-06-25 09:06:613 INFO  DashboardPage :36 - Verifying Dashboard Page: [[ChromeDriver: chrome on windows (d59d5ddee568597e790485955b41a366)] -> xpath: //div[@class='oxd-topbar-header']/div[1]/span[1]/h6[1]]
2024-06-25 09:06:761 INFO  LoginPage :41 - Enter User Name: Admin
2024-06-25 09:06:190 INFO  LoginPage :51 - Enter Password: admin123
2024-06-25 09:06:297 INFO  LoginPage :46 - Clicking on Login Button: [[ChromeDriver: chrome on windows (4a7978d85432c61144dcc1f9032869d5)] -> xpath: //button[@type='submit']]
2024-06-25 09:06:969 INFO  DashboardPage :41 - Verifying Orange HRM Logo: [[ChromeDriver: chrome on windows (4a7978d85432c61144dcc1f9032869d5)] -> xpath: //img[@alt='client brand banner']]
2024-06-25 09:06:925 INFO  LoginPage :41 - Enter User Name: Admin
2024-06-25 09:06:331 INFO  LoginPage :51 - Enter Password: admin123
2024-06-25 09:06:431 INFO  LoginPage :46 - Clicking on Login Button: [[ChromeDriver: chrome on windows (b48e8a64cbcc862df40b0305e60b9b82)] -> xpath: //button[@type='submit']]
2024-06-25 09:06:268 INFO  DashboardPage :27 - Clicking on user profile logo : [[ChromeDriver: chrome on windows (b48e8a64cbcc862df40b0305e60b9b82)] -> xpath: //img[@class='oxd-userdropdown-img']]
2024-06-25 09:06:528 INFO  DashboardPage :32 - Clicking on logout link : [[ChromeDriver: chrome on windows (b48e8a64cbcc862df40b0305e60b9b82)] -> xpath: //a[normalize-space()='Logout']]
2024-06-25 09:06:510 INFO  LoginPage :41 - Enter User Name: 
2024-06-25 09:06:841 INFO  LoginPage :51 - Enter Password: 
2024-06-25 09:06:921 INFO  LoginPage :46 - Clicking on Login Button: [[ChromeDriver: chrome on windows (744d1bd7a4d5e86558c4eb4093cb2385)] -> xpath: //button[@type='submit']]
2024-06-25 09:06:983 INFO  LoginPage :57 - Getting username field blank error message : [[ChromeDriver: chrome on windows (744d1bd7a4d5e86558c4eb4093cb2385)] -> xpath: //div[@class='orangehrm-login-slot-wrapper']//div[1]//div[1]//span[1]]
2024-06-25 09:06:321 INFO  LoginPage :41 - Enter User Name: test123@gmail.com
2024-06-25 09:06:728 INFO  LoginPage :51 - Enter Password: 
2024-06-25 09:06:805 INFO  LoginPage :46 - Clicking on Login Button: [[ChromeDriver: chrome on windows (8923a888422457ec710959cb9a185b25)] -> xpath: //button[@type='submit']]
2024-06-25 09:06:881 INFO  LoginPage :62 - Getting password field blank error message : [[ChromeDriver: chrome on windows (8923a888422457ec710959cb9a185b25)] -> xpath: //span[@class='oxd-text oxd-text--span oxd-input-field-error-message oxd-input-group__message']]
2024-06-25 09:06:139 INFO  LoginPage :41 - Enter User Name: 
2024-06-25 09:06:467 INFO  LoginPage :51 - Enter Password: test123
2024-06-25 09:06:569 INFO  LoginPage :46 - Clicking on Login Button: [[ChromeDriver: chrome on windows (28daf49eee1bee99ab5389d0037ecee7)] -> xpath: //button[@type='submit']]
2024-06-25 09:06:648 INFO  LoginPage :57 - Getting username field blank error message : [[ChromeDriver: chrome on windows (28daf49eee1bee99ab5389d0037ecee7)] -> xpath: //div[@class='orangehrm-login-slot-wrapper']//div[1]//div[1]//span[1]]
2024-06-25 09:06:879 INFO  LoginPage :41 - Enter User Name: test123@gmail.com
2024-06-25 09:06:293 INFO  LoginPage :51 - Enter Password: test123
2024-06-25 09:06:383 INFO  LoginPage :46 - Clicking on Login Button: [[ChromeDriver: chrome on windows (e060642a66c0edab235f9135bc1df05f)] -> xpath: //button[@type='submit']]
2024-06-25 09:06:380 INFO  LoginPage :67 - Getting invalid credential error message : [[ChromeDriver: chrome on windows (e060642a66c0edab235f9135bc1df05f)] -> xpath: //p[@class='oxd-text oxd-text--p oxd-alert-content-text']]
2024-06-25 09:06:611 INFO  LoginPage :41 - Enter User Name: Admin
2024-06-25 09:06:244 INFO  LoginPage :51 - Enter Password: admin123
